label	is_feature
has_feet	1
has_fibre	1
has_film	1
has_fingerholes	1
has_fingers	1
has_fins	1
has_five_toes	1
has_flashing_lights	1
has_flavours	1
has_flesh	1
has_flies	1
has_flippers	1
has_florets	1
has_flowers	1
has_fossils	1
has_four-wheel_drive	1
has_four_chambers	1
has_four_holes	1
has_four_legs	1
has_four_prongs	1
has_four_sides	1
has_four_strings	1
has_four_wheels	1
has_four_wings	1
has_frequencies	1
has_frilly_petals	1
has_fronds	1
has_froth	1
has_fur_hair	1
has_gears	1
has_gems	1
has_gills	1
has_good_eyesight	1
has_good_hearing	1
has_grains_granules	1
has_green_flesh	1
has_green_leaves	1
has_green_skin	1
has_grooves	1
has_gunpowder	1
has_guns	1
has_hair	1
has_hairs	1
has_ham	1
has_hammers	1
has_handlebars	1
has_hands	1
has_hard_tough_skin	1
has_headlines	1
has_helicopter_seeds	1
has_helium	1
has_hexagons	1
has_holes	1
has_hooves	1
has_horns	1
has_horses	1
has_hot_water	1
has_humps	1
has_icing	1
has_inches	1
has_information	1
has_ingredients	1
has_ink	1
has_iron	1
has_jam	1
has_jaws	1
has_jewels	1
has_joeys	1
has_joints	1
has_juice	1
has_keys	1
has_koalas	1
has_laces	1
has_lactose	1
has_ladders	1
has_lambs	1
has_layers	1
has_leaves	1
has_leg_holes	1
has_legs	1
has_lights	1
has_limescale	1
has_links	1
has_lip_gloss	1
has_long_arms	1
has_long_branches	1
has_long_ears	1
has_long_feathers	1
has_long_leaves	1
has_long_legs	1
has_long_sleeves	1
has_lots_of_teeth	1
has_males_carry_the_eggs	1
has_many_leaves	1
has_many_legs	1
has_markings	1
has_marrow	1
has_measurements_on_side	1
has_medical_equipment	1
has_metal_bands	1
has_milk	1
has_missiles	1
has_moist_skin	1
has_money	1
has_moving_pictures	1
has_muscles	1
has_needles	1
has_nicotine	1
has_nine_lives	1
has_no_back	1
has_no_engine	1
has_no_eyes	1
has_no_legs	1
has_no_shell	1
has_no_sleeves	1
has_nostrils	1
has_number_keys	1
has_numbers	1
has_oars	1
has_oil	1
has_one_foot	1
has_one_wheel	1
has_other_tools_included	1
has_padding	1
has_paddles	1
has_pages	1
has_panes	1
has_paper	1
has_paramedics	1
has_passengers	1
has_patches	1
has_paws	1
has_pearls	1
has_pegs	1
has_petals	1
has_pieces	1
has_piglets	1
has_pillows	1
has_pincers	1
has_pink_flesh	1
has_pipes	1
has_pips_seeds	1
has_pith	1
has_pleats	1
has_pockets	1
has_pointy_ears	1
has_poles	1
has_pollen	1
has_posts	1
has_potassium	1
has_prices	1
has_programmes	1
has_prongs	1
has_protein	1
has_racks	1
has_red_petals	1
has_rockers	1
has_rooms	1
has_roots	1
has_ropes	1
has_rotating_blades	1
has_rough_skin	1
has_rungs	1
has_runners	1
has_sailors	1
has_sails	1
has_scales	1
has_scaly_skin	1
has_scoops	1
has_seeds	1
has_seeds_on_outside	1
has_segments	1
has_settings	1
has_sharp_teeth	1
has_sheets	1
has_shelves	1
has_short_legs	1
has_sides	1
has_six_legs	1
has_six_sides	1
has_skin	1
has_skin_peel	1
has_slats	1
has_sleeves	1
has_slime	1
has_slots	1
has_small_holes	1
has_small_seeds	1
has_smooth_skin	1
has_snot	1
has_soap	1
has_soft_flesh	1
has_sonar	1
has_space	1
has_spikes	1
has_spiky_leaves	1
has_spines	1
has_spokes	1
has_spores	1
has_spots	1
has_stations	1
has_steps	1
has_stomachs	1
has_stories	1
has_strings	1
has_strong_legs	1
has_stuffing	1
has_styles	1
has_suckers	1
has_sugar	1
has_talons	1
has_taps	1
has_tastebuds	1
has_teeth	1
has_temperature_indicator	1
has_tentacles	1
has_the_queen's_head	1
has_thick_skin	1
has_thin_legs	1
has_thorns	1
has_three_keys	1
has_three_legs	1
has_three_wheels	1
has_thumbs	1
has_tobacco	1
has_toes	1
has_towers	1
has_tracks	1
has_trotters	1
has_trousers	1
has_tubes	1
has_tuning_pegs	1
has_tusks	1
has_two_arms	1
has_two_blades	1
has_two_claws	1
has_two_decks	1
has_two_ear_covers	1
has_two_ends	1
has_two_halves	1
has_two_handles	1
has_two_humps	1
has_two_legs	1
has_two_nostrils	1
has_two_parts	1
has_two_prongs	1
has_two_sides	1
has_two_wheels	1
has_udders	1
has_value	1
has_valves	1
has_varieties	1
has_veins	1
has_velcro	1
has_ventricles	1
has_vitamins	1
has_volume_control	1
has_walls	1
has_water	1
has_wax	1
has_webbed_feet	1
has_weights	1
has_wheels	1
has_whiskers	1
has_white_flesh	1
has_white_keys	1
has_white_stripes	1
has_windows	1
has_wings	1
has_wire_loops	1
has_wool	1
has_words	1
has_wrapping	1
has_yellow_flesh	1
has_yellow_petals	1
has_zest	1
is_30cm_long	1
is_3d	1
is_American	1
is_Cuban	1
is_Dutch	1
is_German	1
is_Indian_or_African	1
is_Mediterranean_in_Mediterranean_cookery	1
is_Scottish	1
is_Spanish	1
is_a_baby	1
is_a_baby_cow	1
is_a_baby_sheep	1
is_a_bad_omen	1
is_a_bag	1
is_a_ball	1
is_a_band	1
is_a_barrier	1
is_a_bed	1
is_a_berry	1
is_a_big_boat	1
is_a_big_cat	1
is_a_big_spider	1
is_a_big_spoon	1
is_a_big_wasp	1
is_a_bike	1
is_a_bird	1
is_a_bird_of_prey	1
is_a_bivalve	1
is_a_boat	1
is_a_body_part	1
is_a_book	1
is_a_booklet	1
is_a_boundary	1
is_a_bow	1
is_a_bowl	1
is_a_box	1
is_a_brass_instrument	1
is_a_broad_bean	1
is_a_building	1
is_a_building_material	1
is_a_bulb	1
is_a_bunch_of_flowers	1
is_a_bus	1
is_a_butterfly_pupae	1
is_a_cage	1
is_a_canine	1
is_a_canoe	1
is_a_car	1
is_a_carnivore_eats_meat	1
is_a_cartoon_character	1
is_a_cat	1
is_a_centrepiece	1
is_a_chair	1
is_a_chicken	1
is_a_childs_toy	1
is_a_choice_of_drinks	1
is_a_citrus_fruit	1
is_a_cloth	1
is_a_coat	1
is_a_companion	1
is_a_condiment	1
is_a_conifer	1
is_a_container	1
is_a_corvid	1
is_a_cow	1
is_a_creepy_crawly	1
is_a_crop	1
is_a_crustacean	1
is_a_dairy_product	1
is_a_deer	1
is_a_device	1
is_a_digit	1
is_a_disc	1
is_a_document	1
is_a_dress	1
is_a_dried_fruit	1
is_a_dried_grape	1
is_a_drink	1
is_a_drug	1
is_a_farm_animal	1
is_a_farming_tool	1
is_a_fashion_accessory	1
is_a_fastening	1
is_a_feat_of_engineering	1
is_a_finger	1
is_a_firework	1
is_a_fish	1
is_a_flower	1
is_a_fly	1
is_a_fortress	1
is_a_fruit	1
is_a_fungus	1
is_a_game_bird	1
is_a_garden_tool	1
is_a_garnish	1
is_a_gemstone	1
is_a_gift	1
is_a_glove	1
is_a_grape	1
is_a_gun	1
is_a_hat	1
is_a_herb	1
is_a_herbivore	1
is_a_home	1
is_a_horse	1
is_a_house	1
is_a_jack_o_lantern	1
is_a_jacket	1
is_a_jumper	1
is_a_kitchen_appliance	1
is_a_kitchen_utensil	1
is_a_knife	1
is_a_large_car	1
is_a_larva	1
is_a_leaflet	1
is_a_lever	1
is_a_lifeboat	1
is_a_light	1
is_a_limb	1
is_a_list	1
is_a_list_of_food	1
is_a_little_person	1
is_a_lizard	1
is_a_lobster	1
is_a_long_car	1
is_a_machine	1
is_a_mammal	1
is_a_marsupial	1
is_a_material	1
is_a_medical_instrument	1
is_a_mobile	1
is_a_mobile_home	1
is_a_mollusc	1
is_a_mouth_organ	1
is_a_musical_instrument	1
is_a_nibble	1
is_a_nut	1
is_a_painkiller	1
is_a_parasite	1
is_a_parrot	1
is_a_pest	1
is_a_pet	1
is_a_phobia	1
is_a_pickled_cucumber	1
is_a_pill	1
is_a_plant	1
is_a_plum	1
is_a_powder	1
is_a_pram	1
is_a_predator	1
is_a_preserve	1
is_a_primate	1
is_a_prison	1
is_a_problem_for_diabetics	1
is_a_pulse	1
is_a_rasher	1
is_a_reptile	1
is_a_rodent	1
is_a_root_vegetable	1
is_a_runner_bean	1
is_a_sauce	1
is_a_scientific_instrument	1
is_a_sea_animal	1
is_a_sea_creature	1
is_a_seat	1
is_a_seed	1
is_a_shape	1
is_a_shellfish	1
is_a_ship	1
is_a_siege_weapon	1
is_a_sink	1
is_a_small_boat	1
is_a_small_cabbage	1
is_a_small_horse	1
is_a_small_towel	1
is_a_snack	1
is_a_snake	1
is_a_spade	1
is_a_spear	1
is_a_spider	1
is_a_spirit	1
is_a_squash	1
is_a_squeeze_box	1
is_a_squirrel	1
is_a_staple_food	1
is_a_stick	1
is_a_stimulant	1
is_a_string_instrument	1
is_a_structure	1
is_a_swimsuit	1
is_a_symbol	1
is_a_symbol_of_Wales	1
is_a_symbol_of_engagement	1
is_a_symbol_of_love	1
is_a_symbol_of_peace	1
is_a_symbol_of_power	1
is_a_symbol_of_remembrance	1
is_a_symbol_of_war	1
is_a_tomb	1
is_a_tomb_for_a_pharaoh	1
is_a_tool	1
is_a_towel	1
is_a_toy	1
is_a_treat	1
is_a_tree	1
is_a_tube	1
is_a_tuber	1
is_a_type_of_trousers	1
is_a_type_of_wood	1
is_a_utensil	1
is_a_vegetable	1
is_a_vehicle	1
is_a_vessel	1
is_a_wasp	1
is_a_water_bird	1
is_a_weapon	1
is_a_weed	1
is_a_wind_instrument	1
is_a_wine	1
is_a_woodwind_instrument	1
is_a_writing_implement	1
is_aboriginal	1
is_above_water	1
is_abrasive	1
is_absorbent	1
is_accentuated_in_women	1
is_acoustic	1
is_added_to_cereal	1
is_added_to_coffee	1
is_added_to_tea	1
is_addictive	1
is_adjustable	1
is_aerodynamic_streamlined	1
is_aggressive	1
is_airy	1
is_alcoholic	1
is_alive	1
is_alphabetical	1
is_an_American_symbol	1
is_an_accessory	1
is_an_achievement	1
is_an_adhesive	1
is_an_aircraft	1
is_an_alcoholic_drink	1
is_an_allergen	1
is_an_amphibian	1
is_an_animal	1
is_an_antibiotic	1
is_an_antidepressant	1
is_an_ape	1
is_an_aphrodisiac	1
is_an_appliance	1
is_an_arachnid	1
is_an_axe	1
is_an_eggplant	1
is_an_electrical_appliance	1
is_an_emergency_vehicle	1
is_an_insect	1
is_an_invertebrate	1
is_an_opiate	1
is_an_orange	1
is_an_organ	1
is_an_oven	1
is_ancient_medieval	1
is_angry	1
is_ankle_length	1
is_annoying	1
is_anti-inflammatory	1
is_any_size	1
is_applied	1
is_associated_with_Christmas	1
is_associated_with_Easter	1
is_associated_with_Egypt	1
is_associated_with_Halloween	1
is_associated_with_death	1
is_associated_with_knights	1
is_associated_with_navies	1
is_associated_with_old_people	1
is_associated_with_spring	1
is_associated_with_summer	1
is_associated_with_winter	1
is_attached	1
is_attached_to_a_gun	1
is_attached_to_a_tap	1
is_attached_to_clothing	1
is_attached_to_the_foot	1
is_attracted_to_food	1
is_attracted_to_light	1
is_attracted_to_sweet_things	1
is_awarded	1
is_bacon	1
is_bad_for_lungs	1
is_bad_for_teeth	1
is_bait	1
is_baked	1
is_banned	1
is_battered	1
is_big_large	1
is_bigger_than_a_car	1
is_bigger_than_a_mouse	1
is_billowing	1
is_biotic	1
is_bitter	1
is_black	1
is_black_and_white	1
is_black_in_London	1
is_blind	1
is_blonde	1
is_blown	1
is_blue	1
is_blunt	1
is_boiled	1
is_boiled_alive	1
is_boring	1
is_born_in_spring	1
is_bought_at_florists	1
is_bought_from_bakers	1
is_bouncy	1
is_bright	1
is_bronze	1
is_brown	1
is_built	1
is_bumpy	1
is_buoyant	1
is_buried	1
is_by_entrances	1
is_calamari	1
is_camouflaged	1
is_carbonated	1
is_carcinogenic	1
is_carried	1
is_carved	1
is_casual	1
is_caught	1
is_chapped	1
is_cheap	1
is_chewed	1
is_chipped_off	1
is_circular_round	1
is_citrus	1
is_clapped_together	1
is_classy	1
is_clear_transparent	1
is_clever_intelligent	1
is_clothing	1
is_cloudy	1
is_coarse	1
is_coiled	1
is_cold	1
is_cold_blooded	1
is_collapsible	1
is_collectable	1
is_coloured	1
is_colourful	1
is_comfortable	1
is_common	1
is_concealing	1
is_conical	1
is_connected_to_a_water_supply	1
is_controlled	1
is_cool	1
is_cordless	1
is_cosy	1
is_covered_in_lipstick	1
is_covered_in_paper	1
is_cramped	1
is_creamy	1
is_crockery	1
is_cruel	1
is_crumbly	1
is_crunchy	1
is_crushed	1
is_crystalline	1
is_cuboid	1
is_cunning	1
is_cured	1
is_curly	1
is_currency	1
is_curved	1
is_cut	1
is_cute	1
is_cutlery	1
is_cylindrical	1
is_dangerous	1
is_dark	1
is_dead	1
is_deciduous	1
is_decorative	1
is_defended	1
is_diamond_shape	1
is_difficult_to_grow	1
is_digital	1
is_dirty	1
is_discovered_by_Alexander_Flemming	1
is_disgusting	1
is_disgusting_taste_bad	1
is_dissuaded_by_nets	1
is_draped	1
is_dressed_up	1
is_dried	1
is_drunk	1
is_drunk_by_men	1
is_drunk_from_a_glass	1
is_drunk_in_pints	1
is_drunk_in_the_morning	1
is_drunk_with_food	1
is_drunk_with_tonic	1
is_durable	1
is_easy_to_lose	1
is_eaten_as_a_steak	1
is_eaten_as_beef	1
is_eaten_as_dessert	1
is_eaten_at_lunch	1
is_eaten_by_Popeye	1
is_eaten_by_birds	1
is_eaten_by_fish	1
is_eaten_by_foxes	1
is_eaten_by_lions	1
is_eaten_by_monkeys	1
is_eaten_by_rabbits	1
is_eaten_by_squirrels	1
is_eaten_edible	1
is_eaten_for_breakfast	1
is_eaten_in_France	1
is_eaten_in_South_America	1
is_eaten_in_hot_weather	1
is_eaten_in_salad	1
is_eaten_raw	1
is_eaten_with_a_spoon	1
is_eaten_with_bread	1
is_eaten_with_cheese	1
is_eaten_with_chips	1
is_eaten_with_crackers	1
is_eaten_with_cream	1
is_eaten_with_custard	1
is_eaten_with_fruit	1
is_eaten_with_ice_cream	1
is_eaten_with_tea	1
is_educational	1
is_electric	1
is_elegant	1
is_endangered	1
is_entertaining_fun	1
is_erasable	1
is_essential	1
is_evergreen	1
is_exotic	1
is_expensive	1
is_eyewear	1
is_fair	1
is_fancy_dress	1
is_farmed	1
is_fashionable	1
is_fast	1
is_fat	1
is_fatty_fattening	1
is_featured_in_a_film	1
is_feminine	1
is_fermented	1
is_fiction	1
is_filled	1
is_filled_with_straw	1
is_fine	1
is_fingerless	1
is_fired	1
is_fired_from_guns	1
is_fished	1
is_fizzy	1
is_flat	1
is_flat_screen	1
is_flexible	1
is_flown	1
is_fluffy	1
is_food	1
is_footwear	1
is_for_a_bride	1
is_for_a_king	1
is_for_animals	1
is_for_anxiety	1
is_for_babies	1
is_for_birds	1
is_for_birthdays	1
is_for_buying_things	1
is_for_camping	1
is_for_celebrities	1
is_for_cereal	1
is_for_children	1
is_for_cleaning_teeth	1
is_for_clothes	1
is_for_communication	1
is_for_cricket	1
is_for_curry	1
is_for_cutting	1
is_for_dead_people	1
is_for_disabled	1
is_for_dogs	1
is_for_eating_off	1
is_for_eyebrows	1
is_for_festivals	1
is_for_floors	1
is_for_food	1
is_for_football	1
is_for_gambling	1
is_for_games	1
is_for_girls	1
is_for_guinea_pigs	1
is_for_hair	1
is_for_hair_removal	1
is_for_hanging_coats	1
is_for_hanging_things_up	1
is_for_heads	1
is_for_heavy_objects	1
is_for_holidays	1
is_for_inside	1
is_for_leisure_pleasure	1
is_for_letters	1
is_for_men	1
is_for_one_person	1
is_for_parties	1
is_for_patients	1
is_for_people_who_can_not_walk	1
is_for_pets	1
is_for_preparing_food	1
is_for_pressing	1
is_for_products	1
is_for_rabbits	1
is_for_reaching	1
is_for_reaching_high_things	1
is_for_rubbish	1
is_for_safety	1
is_for_sex	1
is_for_skiing	1
is_for_sleep	1
is_for_smelling_nice	1
is_for_smokers	1
is_for_soup	1
is_for_special_occasions	1
is_for_spelling	1
is_for_spillages	1
is_for_the_news	1
is_for_walking	1
is_for_washing_hands	1
is_for_washing_laundry	1
is_for_weddings	1
is_for_wiping	1
is_for_wiping_food_off	1
is_for_women_females_girls	1
is_for_work	1
is_forbidden_illegal	1
is_formal	1
is_found_at_seaside	1
is_found_at_the_end_of_a_leg	1
is_found_dead_in_roads	1
is_found_in_Africa	1
is_found_in_America	1
is_found_in_Asia	1
is_found_in_Britain_UK_England	1
is_found_in_Canada	1
is_found_in_South_America	1
is_found_in_a_bottle	1
is_found_in_a_harbour	1
is_found_in_a_vase	1
is_found_in_animals	1
is_found_in_bathrooms	1
is_found_in_bedrooms	1
is_found_in_bible	1
is_found_in_cities	1
is_found_in_cold_climates	1
is_found_in_damp_places	1
is_found_in_dining_rooms	1
is_found_in_fairgrounds	1
is_found_in_fields	1
is_found_in_forests_woods	1
is_found_in_freshwater	1
is_found_in_front_of_houses	1
is_found_in_gardens	1
is_found_in_grass	1
is_found_in_homes_houses	1
is_found_in_kitchens	1
is_found_in_laboratories	1
is_found_in_libraries	1
is_found_in_offices	1
is_found_in_on_a_pond	1
is_found_in_on_cars	1
is_found_in_on_the_body	1
is_found_in_parks	1
is_found_in_pockets	1
is_found_in_pods	1
is_found_in_pubs	1
is_found_in_schools	1
is_found_in_seas	1
is_found_in_sheds	1
is_found_in_shops	1
is_found_in_soil	1
is_found_in_stately_homes	1
is_found_in_the_chest	1
is_found_in_the_country	1
is_found_in_the_desert	1
is_found_in_the_ground	1
is_found_in_the_playground	1
is_found_in_the_study	1
is_found_in_tool_box	1
is_found_in_utility_rooms	1
is_found_in_wine_bottles	1
is_found_in_zoos	1
is_found_near_doors	1
is_found_on_a_washing_line	1
is_found_on_a_wheel	1
is_found_on_animals	1
is_found_on_beaches	1
is_found_on_beds	1
is_found_on_belts	1
is_found_on_bicycles	1
is_found_on_boats_ships	1
is_found_on_canals	1
is_found_on_clothes	1
is_found_on_coats	1
is_found_on_desks	1
is_found_on_farms	1
is_found_on_rivers	1
is_found_on_shelves	1
is_found_on_ships	1
is_found_on_shoes	1
is_found_on_sofas	1
is_found_on_tables	1
is_found_on_the_ground	1
is_found_on_the_head	1
is_found_on_the_side_of_head	1
is_found_on_vehicles	1
is_found_on_water	1
is_found_outside	1
is_fragile_delicate	1
is_free	1
is_fried	1
is_friendly	1
is_from_Argos	1
is_from_Australia	1
is_from_India	1
is_from_Somerset	1
is_from_a_dead_animal	1
is_from_a_tadpole	1
is_from_champagne	1
is_from_trees	1
is_frozen	1
is_fruity	1
is_funny	1
is_furniture	1
is_furry	1
is_given_on_valentines_day	1
is_glossy	1
is_golden	1
is_good_for_bones	1
is_good_for_soil	1
is_graceful	1
is_grain	1
is_grand	1
is_green	1
is_green_and_white	1
is_grey	1
is_grilled	1
is_ground	1
is_grown	1
is_grown_by_mould	1
is_grown_in_fields	1
is_grown_in_paddy_fields	1
is_hallucinogenic	1
is_handed_out	1
is_handheld	1
is_hard	1
is_hard_to_catch	1
is_hard_to_kill	1
is_hard_to_pick_things_up	1
is_hard_to_play	1
is_hard_to_put_on	1
is_hard_to_ride	1
is_hardback	1
is_harmful	1
is_hated	1
is_healthy	1
is_heavy	1
is_held_sideways	1
is_held_under_the_chin	1
is_held_with_cement	1
is_herbivorous	1
is_high-pitched	1
is_hired	1
is_hit	1
is_hit_with_a_hammer	1
is_hit_with_a_stick	1
is_hollow	1
is_hot	1
is_hot_spicy	1
is_hunted_is_prey	1
is_imperial	1
is_important	1
is_imposing	1
is_in_Chinese_cookery	1
is_in_Harry_Potter	1
is_in_a_barrel	1
is_in_a_bowl	1
is_in_a_buttonhole	1
is_in_a_cup	1
is_in_a_dairy	1
is_in_a_drawer	1
is_in_a_handbag	1
is_in_a_jar	1
is_in_a_mug	1
is_in_a_pear_tree	1
is_in_a_purse	1
is_in_a_roll	1
is_in_a_teabag	1
is_in_a_teapot	1
is_in_a_wall	1
is_in_a_wallet	1
is_in_an_orchestra	1
is_in_bunches	1
is_in_cigarettes	1
is_in_cigars	1
is_in_circuses	1
is_in_fives	1
is_in_food	1
is_in_grammes	1
is_in_loaves	1
is_in_packets	1
is_in_pipes	1
is_in_plagues	1
is_in_the_Lion_King	1
is_in_the_body	1
is_in_the_centre_of_the_face	1
is_in_the_living_room	1
is_inanimate	1
is_indoors	1
is_inflated	1
is_intimidating	1
is_ironed	1
is_jellied	1
is_jelly	1
is_jewellery	1
is_joined_to_body	1
is_juicy	1
is_kept_for_wool	1
is_kept_in_a_cage	1
is_kept_in_a_tank	1
is_kept_in_battery_farms	1
is_kept_in_falconries	1
is_kept_in_fridge	1
is_kept_in_scabbards	1
is_kicked	1
is_knitted	1
is_knotted	1
is_laminated	1
is_late	1
is_launched	1
is_light	1
is_like_a_bee	1
is_like_a_big_violin	1
is_like_a_butterfly	1
is_like_a_cigarette	1
is_like_a_courgette	1
is_like_a_cow	1
is_like_a_crocodile	1
is_like_a_cucumber	1
is_like_a_frog	1
is_like_a_guitar	1
is_like_a_hedgehog	1
is_like_a_horse	1
is_like_a_lemon	1
is_like_a_mussel	1
is_like_a_peach	1
is_like_a_piano	1
is_like_a_raisin	1
is_like_a_sheep	1
is_like_a_sieve	1
is_like_a_small_spade	1
is_like_a_small_tree	1
is_like_a_snail	1
is_like_a_spoon	1
is_like_a_tangerine	1
is_like_an_octopus	1
is_like_an_onion	1
is_like_an_orange	1
is_like_an_ostrich	1
is_lingerie	1
is_liquid	1
is_lit	1
is_lived_in	1
is_long	1
is_loose	1
is_love	1
is_low_in_calories	1
is_luxurious	1
is_made_by_Crayola	1
is_made_by_Heinz	1
is_made_by_Helmans	1
is_made_in_France	1
is_made_in_a_mill	1
is_made_in_a_mould	1
is_made_into_a_chain	1
is_made_into_a_smoothie	1
is_made_into_juice	1
is_made_with_fruit	1
is_made_with_water	1
is_magic	1
is_magical	1
is_majestic	1
is_make_up	1
is_male	1
is_man's_best_friend	1
is_manual	1
is_mashed	1
is_meat	1
is_medicine	1
is_messy	1
is_milk	1
is_mobile	1
is_money	1
is_morbid	1
is_mushy	1
is_natural	1
is_near_tables	1
is_necessary_essential	1
is_nice	1
is_nightwear	1
is_nocturnal	1
is_noisy_loud	1
is_non_fiction	1
is_not_used_much	1
is_off_road	1
is_old	1
is_old-fashioned	1
is_old_fashioned	1
is_on_Christmas_cards	1
is_on_a_snake	1
is_on_a_string	1
is_on_cobs	1
is_on_doors	1
is_on_the_face	1
is_one_piece	1
is_online	1
is_open	1
is_operated	1
is_opposable	1
is_orange	1
is_orange_and_black	1
is_orange_inside	1
is_ornate	1
is_ostentatious	1
is_overdosed	1
is_owned_by_rich_people	1
is_owned_by_the_queen	1
is_paddled	1
is_painful	1
is_painted	1
is_paperback	1
is_part_of_a_drumkit	1
is_part_of_a_train	1
is_part_of_an_English_breakfast	1
is_part_of_the_hand	1
is_part_of_the_mouth	1
is_patterned	1
is_peeled	1
is_percussion	1
is_picked	1
is_pickled	1
is_pierced	1
is_pigeon_size	1
is_pink	1
is_pink_inside	1
is_pink_when_cooked	1
is_pinned_on	1
is_placed_on_laps	1
is_plain	1
is_played_by_cellists	1
is_played_does_play	1
is_played_in_bands	1
is_played_with	1
is_played_with_drumsticks	1
is_played_with_fingers	1
is_played_with_hands	1
is_played_with_the_mouth	1
is_plucked	1
is_pocket_sized	1
is_poisonous	1
is_popped	1
is_popular	1
is_popular_in_Ireland	1
is_pork	1
is_posh	1
is_powered_by_steam	1
is_powerful	1
is_precise	1
is_prescribed	1
is_pretty_attractive_beautiful	1
is_prickly	1
is_printed	1
is_printed_every_day	1
is_proof	1
is_protective_of_young	1
is_proud	1
is_public_transport	1
is_pulled	1
is_pulled_by_a_tractor	1
is_pulled_by_dogs	1
is_pulled_by_horses	1
is_purple	1
is_pushed	1
is_put_in_burgers	1
is_put_in_muffins	1
is_rainproof	1
is_random	1
is_rare	1
is_read	1
is_rectangular_square	1
is_red	1
is_red_and_black	1
is_red_when_cooked	1
is_red_with_black_spots	1
is_reflective	1
is_refreshing	1
is_regal	1
is_related_to_cabbages	1
is_related_to_dogs	1
is_related_to_humans	1
is_relaxing	1
is_religious	1
is_removed	1
is_restrictive	1
is_reusable	1
is_revealing	1
is_rhythmic	1
is_ridden	1
is_right_or_left_handed	1
is_roasted	1
is_roasted_on_an_open_fire	1
is_rolled	1
is_romantic	1
is_rose	1
is_rough	1
is_salted	1
is_salty	1
is_sandy_coloured	1
is_sat_at	1
is_sat_on	1
is_savoury	1
is_scary	1
is_screwed	1
is_seafood	1
is_sealable	1
is_seen_at_funerals	1
is_seen_in_the_sky	1
is_self_raising	1
is_semi_skimmed	1
is_sensitive	1
is_sent_in_the_post	1
is_serrated	1
is_served_in_flutes	1
is_sewn_on	1
is_sexy	1
is_shaken	1
is_sharp	1
is_shiny	1
is_shoes	1
is_shorn	1
is_short	1
is_short_lived	1
is_shrivelled	1
is_shy_timid	1
is_silver	1
is_similar_to_a_camel	1
is_skimmed	1
is_sleek	1
is_sliced	1
is_slimy	1
is_slippery	1
is_slow	1
is_small	1
is_smaller_than_a_lorry	1
is_smart	1
is_smoked	1
is_smooth	1
is_social	1
is_soft	1
is_sold_bought	1
is_sold_bought_in_supermarkets_shops	1
is_solid	1
is_sour_sharp_acidic	1
is_sparkling	1
is_sparkly	1
is_spherical	1
is_spiky	1
is_spiral_shaped	1
is_spongy	1
is_spread	1
is_spread_on_bread	1
is_squashy_squidgy_squishy	1
is_stable	1
is_sticky	1
is_still	1
is_stolen	1
is_straight	1
is_strawberry	1
is_streaky	1
is_stretchy	1
is_stringy	1
is_striped	1
is_strong	1
is_strummed	1
is_stupid	1
is_styled	1
is_swallowed	1
is_sweet	1
is_symmetrical	1
is_taken	1
is_tall	1
is_tartan	1
is_tasteless_bland	1
is_tasty	1
is_thick	1
is_thin	1
is_thrown	1
is_thrown_for_dogs	1
is_tight	1
is_to_see_underwater	1
is_to_wipe_your_mouth_on	1
is_toasted	1
is_towed	1
is_towed_by_a_car	1
is_traditional	1
is_transport	1
is_triangular	1
is_tropical	1
is_twisted	1
is_ugly	1
is_uncomfortable	1
is_underwater	1
is_underwear	1
is_underwire	1
is_unhealthy	1
is_unique	1
is_unusual	1
is_used_as_punishment	1
is_used_at_barbecues	1
is_used_at_meals	1
is_used_before_planting	1
is_used_by_academics	1
is_used_by_artists	1
is_used_by_boys	1
is_used_by_burglars	1
is_used_by_cavemen	1
is_used_by_clowns	1
is_used_by_criminals	1
is_used_by_dancers	1
is_used_by_doctors	1
is_used_by_farmers	1
is_used_by_firemen	1
is_used_by_gypsies	1
is_used_by_magicians	1
is_used_by_mechanics	1
is_used_by_parents	1
is_used_by_pirates	1
is_used_by_police	1
is_used_by_referees	1
is_used_by_scientists	1
is_used_by_secretaries	1
is_used_by_soldiers	1
is_used_by_surfers	1
is_used_by_surgeons	1
is_used_by_teenagers	1
is_used_by_witches	1
is_used_by_wizards	1
is_used_by_workmen	1
is_used_for_announcements	1
is_used_for_art	1
is_used_for_baking	1
is_used_for_breaking_in	1
is_used_for_calling	1
is_used_for_cameras	1
is_used_for_cigarettes	1
is_used_for_cleaning	1
is_used_for_coal	1
is_used_for_coffee	1
is_used_for_colouring	1
is_used_for_drawing	1
is_used_for_drinking	1
is_used_for_eating	1
is_used_for_fighting	1
is_used_for_fire	1
is_used_for_fires	1
is_used_for_gardening	1
is_used_for_hearing	1
is_used_for_hunting	1
is_used_for_jewellery	1
is_used_for_levelling	1
is_used_for_marriage	1
is_used_for_painting	1
is_used_for_posting_letters	1
is_used_for_reference	1
is_used_for_research	1
is_used_for_riding_a_bike	1
is_used_for_sandwiches	1
is_used_for_school_trips	1
is_used_for_seeing_ourselves	1
is_used_for_sewing	1
is_used_for_shaping	1
is_used_for_shaving	1
is_used_for_shopping	1
is_used_for_smelling	1
is_used_for_standing	1
is_used_for_study	1
is_used_for_talking	1
is_used_for_those_who_can't_cycle	1
is_used_for_watering	1
is_used_for_watering_the_plants	1
is_used_for_weeding	1
is_used_for_writing	1
is_used_for_writing_letters	1
